R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Talita Bernardo,Viviane Araujo,-280.0,240,35.71428571,240.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,0.47,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,0,1,0,42.66666667,0.45,0.666666667,2.0,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,172.72,135,32,32,0,-1,-1,-1,2,-9,0,0,0,0.0,0.0,0,-42.66666667,-0.666666667,-2.0,0,1,,15.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3.0,0:48,648.0,105.0,348.0,350.0,1455.0,630.0,1275.0
Al Iaquinta,Donald Cerrone,-130.0,110,76.92307692,110.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Lightweight,MALE,5,0,2,0,43.73333333,0.5,0.366666667,0.7,0.305333333,8,8,63,1,0,0,6,10,6,0,22,Orthodox,185.42,185.42,155,0,1,0,53.08333333,0.445,0.25,0.666666667,0.215,5,3,33,2,0,1,4,4,0,0,9,Orthodox,177.8,177.8,155,32,36,0,1,3,13,-5,30,-1,6,6,7.62,7.62,-4,-9.35,0.116666667,0.033333333,0,1,7.0,4.0,,,,,,,,,4.0,,,,,,,,,,,,,7.0,,,,,Red,U-DEC,,5.0,5:00,1500.0,350.0,400.0,1200.0,360.0,200.0,350.0
Derek Brunson,Elias Theodorou,-110.0,-110,90.90909091,90.90909091,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Middleweight,MALE,3,0,3,0,57.9,0.417,0.0,1.3,0.266,3,2,28,1,0,1,5,2,0,0,8,Orthodox,185.42,190.5,185,2,0,0,18.5,0.438571429,0.214285714,0.928571429,0.102142857,5,5,22,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,35,30,2,3,-2,-1,3,6,1,-4,-1,0.0,-5.08,5,39.4,-0.214285714,0.371428571,0,1,14.0,8.0,,,,,,,8.0,,,,,,,,,,,,,14.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,300.0,120.0,1400.0,1600.0,270.0,700.0
Cub Swanson,Shane Burgos,160.0,-185,160.0,54.05405405,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Featherweight,MALE,3,0,1,0,71.6,0.504,0.2,0.4,0.4,3,1,13,0,0,0,2,1,1,0,4,Orthodox,180.34,190.5,145,3,0,0,61.6875,0.488125,0.125,0.6875,0.37875,6,6,46,0,0,0,6,4,0,0,10,Orthodox,172.72,177.8,145,35,28,3,1,-3,-6,5,-33,0,-3,1,7.62,12.7,7,9.9125,0.075,-0.2875,0,1,,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,250.0,250.0,1200.0,450.0,500.0,350.0
Brad Katona,Merab Dvalishvili,140.0,-160,140.0,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,0,1,0,56.66666667,0.35,0.0,7.333333333,0.453333333,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,0,2,0,73.5,0.555,0.0,1.0,0.14,2,0,6,1,0,0,2,0,0,0,2,Orthodox,167.64,162.56,135,27,28,0,-1,-1,-1,-2,3,-1,0,0,0.0,10.16,-1,-16.83333333,0.0,6.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,225.0,110.0,700.0,800.0,800.0,600.0
Walt Harris,Serghei Spivac,-165.0,145,60.60606061,145.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Heavyweight,MALE,3,0,0,0,,0.53,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,260,1,0,0,21.09090909,0.337272727,0.090909091,0.181818182,0.120909091,2,7,20,0,0,0,0,4,0,0,4,Southpaw,195.58,195.58,250,35,24,1,0,-2,-4,7,-20,0,-4,0,-5.08,2.54,11,-21.09090909,-0.090909091,-0.181818182,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knees,1.0,0:50,50.0,425.0,,1400.0,,105.0,
Marc-Andre Barriault,Andrew Sanchez,140.0,-160,140.0,62.5,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Middleweight,MALE,3,0,1,0,67.4,0.53,0.0,2.6,0.264,2,2,15,1,0,0,3,0,0,0,3,Orthodox,185.42,187.96,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,29,31,0,1,2,3,-2,15,1,0,0,0.0,0.0,-2,67.4,0.0,2.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,325.0,140.0,1200.0,700.0,425.0,450.0
Macy Chiasson,Sarah Moras,-700.0,500,14.28571429,500.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,23.2,0.398,0.8,0.8,0.28,1,3,13,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,135,0,2,0,24.5,0.495,1.0,0.0,0.0,2,0,3,1,0,0,0,1,1,0,2,Orthodox,180.34,182.88,135,27,31,-2,-2,-1,0,-3,10,-1,-1,0,-10.16,-12.7,-4,-1.3,-0.2,0.8,0,1,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2.0,2:22,442.0,230.0,1500.0,250.0,1100.0,166.0,1200.0
Aiemann Zahabi,Vince Morales,-175.0,155,57.14285714,155.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,1,0,0,74.0,0.36,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,1,0,0,45.0,0.41,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,31,28,0,0,-1,-1,0,-3,0,0,0,-2.54,5.08,3,29.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,112.0,286.0,500.0,1350.0,868.0,599.0
Nordine Taleb,Kyle Prepolec,-420.0,335,23.80952381,335.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Welterweight,MALE,3,0,0,0,,0.34,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,170,2,0,0,35.7,0.582,0.0,1.6,0.5,3,4,23,0,0,1,3,2,0,0,6,Orthodox,185.42,187.96,170,37,29,2,0,-3,-6,4,-23,0,-2,0,-7.62,-10.16,8,-35.7,0.0,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-110.0,494.0,1055.0,1850.0,283.0,880.0
Kyle Nelson,Matt Sayles,165.0,-190,165.0,52.63157895,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Featherweight,MALE,3,1,0,0,77.0,0.32,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,145,1,0,0,20.0,0.4,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,28,25,0,0,0,0,0,1,0,0,0,-10.16,-7.62,3,57.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,3.0,3:16,796.0,328.0,192.0,2150.0,1150.0,552.0,205.0
Arjan Bhullar,Juan Adams,115.0,-135,115.0,74.07407407,5/4/2019,"Ottawa, Ontario, Canada", Canada,Red,False,Heavyweight,MALE,3,0,1,0,86.0,0.59,0.0,2.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,0,1,0,26.66666667,0.51,0.0,1.333333333,0.72,1,1,8,0,0,0,2,0,0,0,2,Orthodox,185.42,190.5,245,32,27,0,0,0,-1,1,-5,0,1,0,10.16,12.7,5,59.33333333,0.0,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,175.0,385.0,1050.0,1800.0,600.0,150.0
Mitch Gagnon,Cole Smith,-120.0,100,83.33333333,100.0,5/4/2019,"Ottawa, Ontario, Canada", Canada,Blue,False,Bantamweight,MALE,3,0,0,0,,0.33,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,170.18,135,2,0,0,28.57142857,0.461428571,1.142857143,0.857142857,0.301428571,4,3,15,0,0,0,1,0,3,0,4,Southpaw,165.1,165.1,135,34,30,2,0,-4,-4,3,-15,0,0,-3,15.24,5.08,4,-28.57142857,-1.142857143,-0.857142857,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,215.0,221.0,385.0,600.0,1050.0,675.0
Jacare Souza,Jack Hermansson,-225.0,185,44.44444444,185.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Middleweight,MALE,5,0,3,0,30.875,0.51375,0.375,1.0,0.52,3,2,13,0,0,0,1,3,2,0,6,Orthodox,185.42,195.58,185,0,1,0,26.83333333,0.506666667,0.666666667,1.083333333,0.303333333,5,3,23,0,0,0,1,4,4,0,9,Orthodox,185.42,182.88,185,39,30,0,2,-2,-3,1,-10,0,-1,-2,0.0,12.7,9,4.04166667,-0.291666667,-0.083333333,0,1,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,Blue,U-DEC,,5.0,5:00,1500.0,1000.0,700.0,125.0,1400.0,250.0,300.0
Greg Hardy,Dmitrii Smoliakov,-290.0,245,34.48275862,245.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Heavyweight,MALE,3,2,0,0,9.5,0.455,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Switch,187.96,187.96,253,1,0,0,29.0,0.45,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,30,36,-1,0,0,0,-1,1,0,0,0,-7.62,-15.24,-6,-19.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:15,135.0,1000.0,1000.0,2200.0,650.0,-250.0,600.0
Alex Oliveira,Mike Perry,-165.0,145,60.60606061,145.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,40.44444444,0.49,0.0,0.555555556,0.323333333,2,4,20,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,26.85714286,0.522857143,0.5,1.857142857,0.267857143,3,5,30,0,0,0,2,4,3,0,9,Orthodox,180.34,193.04,170,31,27,0,0,-1,-4,1,-10,0,0,-3,-2.54,-12.7,4,13.58730158,-0.5,-1.301587301,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,400.0,500.0,180.0,1800.0,350.0,250.0
Glover Teixeira,Ion Cutelaba,-120.0,100,83.33333333,100.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Light Heavyweight,MALE,3,0,2,0,42.6,0.502,0.0,1.2,0.17,2,2,11,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,205,0,1,0,30.4375,0.456875,0.5,1.3125,0.364375,5,5,36,1,0,0,2,4,4,1,11,Orthodox,187.96,193.04,205,39,25,0,1,-3,-8,3,-25,-1,-3,-4,-2.54,-2.54,14,12.1625,-0.5,-0.1125,0,1,,11.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,3:37,517.0,400.0,700.0,200.0,2000.0,700.0,160.0
John Lineker,Cory Sandhagen,-155.0,135,64.51612903,135.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Bantamweight,MALE,3,0,3,0,54.33333333,0.476666667,0.666666667,0.666666667,0.5,3,0,5,0,0,0,0,2,1,0,3,Switch,180.34,177.8,135,0,2,0,60.26666667,0.414,0.466666667,0.4,0.166666667,6,3,38,0,0,1,4,6,1,0,12,Orthodox,160.02,170.18,135,28,27,0,1,-3,-9,3,-33,0,-4,0,20.32,7.62,1,-5.93333334,0.2,0.266666667,0,1,,8.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,250.0,300.0,1400.0,400.0,175.0,700.0
Roosevelt Roberts,Thomas Gifford,-470.0,375,21.27659574,375.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.37,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,0,1,0,16.0,0.45,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,187.96,185.42,155,25,26,0,-1,-1,-1,0,-1,0,0,-1,-2.54,5.08,-1,-16.0,-1.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,700.0,-110.0,800.0,350.0,1200.0
Ben Saunders,Takashi Sato,190.0,-230,190.0,43.47826087,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,,0.36,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,170,2,0,0,25.17647059,0.540588235,0.529411765,0.117647059,0.117647059,3,8,33,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,36,28,2,0,-3,-9,8,-33,0,-3,-3,-10.16,-10.16,8,-25.17647059,-0.529411765,-0.117647059,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2.0,1:18,378.0,500.0,600.0,500.0,1600.0,600.0,-160.0
Andrei Arlovski,Augusto Sakai,145.0,-165,145.0,60.60606061,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,111.0,0.5,0.0,1.0,1.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,265,3,0,0,26.75,0.453928571,0.178571429,0.321428571,0.128571429,7,12,59,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,40,27,3,1,-6,-15,12,-56,-5,-8,-2,0.0,0.0,13,84.25,-0.178571429,0.678571429,0,1,,15.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,175.0,225.0,1400.0,1200.0,700.0,200.0
Carla Esparza,Virna Jandiroba,-130.0,110,76.92307692,110.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,0,0,,0.42,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,2,0,0,29.0,0.412857143,0.428571429,2.714285714,0.37,1,4,20,2,0,0,2,0,1,0,3,Orthodox,154.94,160.02,115,31,30,2,0,-1,-3,4,-20,-2,0,-1,5.08,2.54,1,-29.0,-0.428571429,-2.714285714,0,1,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,140.0,150.0,900.0,500.0,700.0,1800.0
Gilbert Burns,Mike Davis,-245.0,205,40.81632653,205.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.54,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,0,1,0,31.7,0.428,0.5,1.6,0.453,3,3,22,0,0,0,2,2,3,0,7,Orthodox,177.8,180.34,155,32,26,0,-1,-3,-7,3,-22,0,-2,-3,5.08,2.54,6,-31.7,-0.5,-1.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,4:15,555.0,400.0,500.0,150.0,2000.0,400.0,400.0
Jim Miller,Jason Gonzalez,-115.0,105,86.95652174,105.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,12.0,0.353333333,0.333333333,0.0,0.0,1,2,4,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155,1,0,0,28.58064516,0.386451613,1.290322581,1.161290323,0.422580645,7,13,71,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155,35,29,0,0,-6,-17,11,-67,0,-3,-6,15.24,7.62,6,-16.58064516,-0.956989248,-1.161290323,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:12,132.0,300.0,500.0,200.0,700.0,700.0,225.0
Angela Hill,Jodie Esquibel,-610.0,455,16.39344262,455.0,4/27/2019,"Sunrise, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,2,0,0,73.0,0.395,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115,2,0,0,69.55555556,0.478888889,0.0,0.333333333,0.277777778,1,6,23,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115,34,32,0,0,-1,-3,4,-17,0,0,0,-5.08,0.0,2,3.44444444,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-325.0,700.0,1200.0,1200.0,700.0,1400.0
Court McGee,Dhiego Lima,-150.0,130,66.66666667,130.0,4/27/2019,"Sunrise, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,15.42857143,0.474285714,0.571428571,0.857142857,0.107142857,1,5,12,2,0,0,1,1,0,0,2,Orthodox,187.96,187.96,170,0,1,0,63.78571429,0.372142857,0.428571429,1.785714286,0.267142857,3,6,39,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,34,30,0,0,-2,-6,1,-27,1,1,-2,7.62,-2.54,4,-48.35714286,0.142857142,-0.928571429,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,110.0,250.0,900.0,1200.0,400.0,600.0
Alistair Overeem,Aleksei Oleinik,-245.0,205,40.81632653,205.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Heavyweight,MALE,5,0,2,0,17.25,0.45125,1.0,1.125,0.22125,2,2,12,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,0,1,0,29.46666667,0.688666667,0.2,0.266666667,0.2,4,6,29,1,1,0,2,6,0,0,9,Orthodox,193.04,203.2,265,38,41,0,1,-2,-3,4,-17,-1,-5,5,-5.08,0.0,-3,-12.21666667,0.8,0.858333333,0,1,9.0,7.0,,,,,7.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,KO/TKO,Knee,1.0,4:45,285.0,900.0,1200.0,1400.0,500.0,-175.0,500.0
Islam Makhachev,Arman Tsarukyan,-320.0,260,31.25,260.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Lightweight,MALE,3,0,0,0,,0.4,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,155,0,4,0,16.83333333,0.525,0.666666667,2.166666667,0.6,4,1,11,0,0,0,2,1,2,0,5,Orthodox,177.8,177.8,155,27,22,0,-4,-4,-5,1,-11,0,-1,-2,-7.62,5.08,5,-16.83333333,-0.666666667,-2.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,450.0,250.0,1565.0,473.0,710.0
Sergei Pavlovich,Marcelo Golm,-300.0,250,33.33333333,250.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Heavyweight,MALE,3,2,0,0,45.66666667,0.6,0.333333333,0.333333333,0.333333333,1,2,7,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,249,1,0,0,13.0,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257,26,26,-1,0,1,1,-1,6,0,0,1,0.0,-22.86,0,32.66666667,0.333333333,0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,1:06,66.0,284.0,465.0,1850.0,1185.0,102.0,575.0
Roxanne Modafferi,Antonina Shevchenko,270.0,-330,270.0,30.3030303,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Women's Flyweight,FEMALE,3,0,1,0,66.0,0.49,0.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125,1,0,0,63.25,0.2875,0.25,1.0,0.3675,1,3,13,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,36,34,1,1,0,0,3,-10,-1,-1,0,2.54,-5.08,2,2.75,-0.25,1.0,0,1,12.0,7.0,7.0,,,,,,,,,,,,,12.0,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,547.0,-135.0,625.0,1340.0,750.0,470.0
Krzysztof Jotko,Alen Amedovski,-230.0,190,43.47826087,190.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Middleweight,MALE,3,0,0,0,,0.28,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,3,0,0,34.5,0.444,0.1,0.9,0.341,5,4,26,0,0,1,4,1,0,0,6,Southpaw,185.42,195.58,185,29,31,3,0,-5,-6,4,-26,0,-1,0,-7.62,-7.62,-2,-34.5,-0.1,-0.9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,222.0,750.0,345.0,1400.0,400.0,245.0
Movsar Evloev,Seungwoo Choi,-440.0,350,22.72727273,350.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Featherweight,MALE,3,0,0,0,,0.42,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,25,26,0,0,0,0,0,0,0,0,0,12.7,5.08,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,190.0,775.0,225.0,1360.0,236.0,525.0
Sultan Aliev,Keita Nakamura,-110.0,-110,90.90909091,90.90909091,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Welterweight,MALE,3,0,1,0,30.8,0.361,0.4,1.8,0.473,1,6,29,0,0,2,0,0,2,0,4,Southpaw,180.34,185.42,170,1,0,0,11.66666667,0.52,0.0,1.0,0.33,1,2,6,0,0,1,0,0,0,0,1,Orthodox,180.34,187.96,170,34,34,1,1,0,3,-4,23,0,0,2,0.0,-2.54,0,19.13333333,0.4,0.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,142.0,241.0,1350.0,364.0,950.0,645.0
Alexander Yakovlev,Alex Da Silva,-150.0,130,66.66666667,130.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,155,2,0,0,23.0,0.523333333,0.0,1.0,0.4,2,4,15,0,0,0,1,1,0,0,2,Southpaw,190.5,187.96,155,34,23,2,0,-2,-2,4,-15,0,-1,0,-17.78,-2.54,11,-23.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Other - Choke,2.0,3:10,490.0,190.0,484.0,560.0,450.0,425.0,434.0
Marcin Tybura,Shamil Abdurakhimov,-135.0,115,74.07407407,115.0,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Blue,False,Heavyweight,MALE,3,0,2,0,28.5,0.46,0.166666667,1.166666667,0.163333333,2,2,15,0,0,1,2,1,0,0,4,Orthodox,190.5,193.04,235,0,1,0,52.71428571,0.537142857,0.142857143,1.571428571,0.528571429,3,3,22,0,0,0,2,2,0,0,4,Orthodox,190.5,198.12,249,33,37,0,1,-1,0,1,-7,0,-1,0,0.0,-5.08,-4,-24.21428571,0.023809524,-0.404761904,0,1,13.0,10.0,,,,,10.0,,,,,,,,,,,,,13.0,,,,,,,,,Red,KO/TKO,Punches,2.0,3:15,495.0,195.0,170.0,614.0,1425.0,345.0,880.0
Gadzhimurad Antigulov,Michal Oleksiejczuk,180.0,-220,180.0,45.45454545,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia", Russia,Blue,False,Light Heavyweight,MALE,3,0,1,0,45.0,0.605,0.0,1.0,0.33,1,1,4,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,205,1,0,0,4.666666667,0.386666667,0.666666667,1.666666667,0.79,2,1,3,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205,32,24,1,1,-1,-1,0,1,0,1,-2,2.54,10.16,8,40.33333333,-0.666666667,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:44,44.0,800.0,592.0,300.0,1125.0,850.0,-122.0
